VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1G1FZ6S01K,b'King',Seattle,WA,98106.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,34.0,133497500,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800.0
1G1RB6E40E,b'Snohomish',Lynnwood,WA,98036.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,32.0,179146292,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051930.0
5YJXCBE28G,b'King',Sammamish,WA,98075.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,41.0,350402804,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207.0
5YJ3E1EB1L,b'King',Maple Valley,WA,98038.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5.0,218035401,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604.0
5YJ3E1EB5J,b'Snohomish',Bothell,WA,98012.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1.0,211212802,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051934.0
3FA6P0SU1G,b'Kitsap',Bremerton,WA,98310.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23.0,184954241,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080102.0
1N4BZ1CP4K,b'King',Seattle,WA,98107.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,36.0,4902992,POINT (-122.378895 47.66905),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202.0
5YJ3E1EAXJ,b'Snohomish',Bothell,WA,98012.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21.0,317566056,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051922.0
1N4AZ1CP8J,b'King',Seattle,WA,98103.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,46.0,258271058,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700.0
1N4AZ0CPXF,b'King',Seattle,WA,98117.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36.0,121644029,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500.0
1G1RA6E40E,b'King',Seattle,WA,98116.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,34.0,258688538,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702.0
5UXKT0C5XJ,b'King',Auburn,WA,98092.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,47.0,152741718,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
WA1E2AFY4M,b'Snohomish',Lynnwood,WA,98036.0,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,1.0,168371122,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051913.0
5YJ3E1EA9J,b'Snohomish',Lynnwood,WA,98036.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32.0,218281059,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051402.0
5YJ3E1EA7P,b'King',Des Moines,WA,98198.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33.0,239584789,POINT (-122.3219166 47.4013897),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029003.0
WBY1Z4C52G,b'Thurston',Lacey,WA,98503.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,22.0,222512510,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011422.0
7PDSGABA9P,b'Yakima',Yakima,WA,98903.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14.0,251309873,POINT (-120.477805 46.553505),PACIFICORP,53077002803.0
5YJSA1E26J,b'Snohomish',Bothell,WA,98012.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,1.0,104762962,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061052009.0
KNDCC3LG0L,b'King',Covington,WA,98042.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,47.0,128908769,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032005.0
5YJ3E1EB2J,b'Yakima',Selah,WA,98942.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15.0,339461762,POINT (-120.54188 46.654175),PACIFICORP,53077003400.0
5YJSA1E25G,b'Kitsap',Kingston,WA,98346.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23.0,2683355,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090102.0
JN1AZ0CP9C,b'King',Seattle,WA,98199.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,36.0,243714712,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
1N4AZ0CP2G,b'Kitsap',Bremerton,WA,98310.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23.0,155705840,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035091800.0
KNDCE3LG6K,b'King',Bellevue,WA,98004.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,41.0,6273487,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801.0
1N4BZ0CP2G,b'King',Seattle,WA,98105.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46.0,199424130,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101.0
5YJSA1H19E,b'King',Seattle,WA,98105.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46.0,263542226,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101.0
1N4AZ0CP4E,b'Thurston',Tumwater,WA,98501.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,185011858,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010802.0
3C3CFFGE6E,b'Thurston',Lacey,WA,98503.0,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,22.0,122970620,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011200.0
5YJXCAE25H,b'King',Bellevue,WA,98006.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,41.0,2519891,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
1G1FY6S07K,b'Yakima',Yakima,WA,98902.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,14.0,239555753,POINT (-120.524012 46.5973939),PACIFICORP,53077000800.0
1G1RB6E44F,b'Kitsap',Port Orchard,WA,98367.0,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,26.0,146940545,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092701.0
JTDKARFP7L,b'Thurston',Lacey,WA,98516.0,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22.0,251797913,POINT (-122.7510253 47.08149),PUGET SOUND ENERGY INC,53067012225.0
1G1RB6E49D,b'Kitsap',Bremerton,WA,98312.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35.0,197502679,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400.0
7SAYGDEF6P,b'King',Bellevue,WA,98006.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,244174836,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024701.0
5YJXCBE26G,b'Yakima',Selah,WA,98942.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15.0,122670621,POINT (-120.54188 46.654175),PACIFICORP,53077003100.0
5UXTA6C05N,b'Thurston',Olympia,WA,98502.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,22.0,179760409,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067012002.0
WA1E2AFY9N,b'Snohomish',Bothell,WA,98012.0,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,1.0,205567183,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061052009.0
5YJXCBE22H,b'Snohomish',Bothell,WA,98021.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1.0,127202344,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051938.0
WVWPP7AU6F,b'Kitsap',Bremerton,WA,98311.0,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,23.0,236596727,POINT (-122.6468815 47.6344364),PUGET SOUND ENERGY INC,53035091800.0
1G1FZ6S0XK,b'Thurston',Olympia,WA,98513.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22.0,8788384,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067011623.0
5YJ3E1EC2L,b'Thurston',Olympia,WA,98512.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,35.0,106395145,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011000.0
5UXKT0C53G,b'Thurston',Lacey,WA,98513.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,22.0,107864305,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067011622.0
1C4JJXR68M,b'Thurston',Olympia,WA,98501.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,35.0,170312173,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011722.0
3C3CFFGE9H,b'Thurston',Tumwater,WA,98512.0,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,204818785,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067010910.0
KNDJX3AE5G,b'King',Seattle,WA,98144.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,37.0,3545412,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
1N4AZ0CP4F,b'Thurston',Olympia,WA,98506.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,164759332,POINT (-122.8874781 47.0519573),PUGET SOUND ENERGY INC,53067012211.0
1N4AZ0CP2F,b'King',Seattle,WA,98103.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,43.0,249127343,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100.0
JHMZC5F37J,b'King',Shoreline,WA,98155.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,32.0,328537443,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401.0
WA1G2AFY0M,b'Yakima',Yakima,WA,98902.0,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,14.0,209313296,POINT (-120.524012 46.5973939),PACIFICORP,53077000500.0
1N4BZ0CP6H,b'King',Seattle,WA,98146.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,34.0,348169181,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100.0
1N4BZ0CP1H,b'King',Seattle,WA,98115.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,46.0,8878978,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201.0
WMEFJ9BAXJ,b'Thurston',Lacey,WA,98503.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,22.0,248881202,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011200.0
1N4BZ0CP3H,b'Kitsap',Port Orchard,WA,98367.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,26.0,237990224,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092701.0
WBY1Z8C53H,b'Kitsap',Port Orchard,WA,98366.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,26.0,104910046,POINT (-122.639265 47.5373),PUGET SOUND ENERGY INC,53035092500.0
5UXTA6C0XP,b'King',Seattle,WA,98199.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,36.0,224616801,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.0
1FT6W1EV4P,b'Kitsap',Bremerton,WA,98312.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,253481980,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080900.0
WVWKP7AU4G,b'King',Seattle,WA,98107.0,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,43.0,131428342,POINT (-122.378895 47.66905),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0
1N4AZ0CP5E,b'Thurston',Olympia,WA,98501.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,35.0,178067515,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720.0
YV4BR00L0M,b'Snohomish',Edmonds,WA,98020.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,21.0,154996012,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050501.0
5UXTS1C03M,b'King',Auburn,WA,98092.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,47.0,131295545,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
5YJ3E1EA2K,b'Thurston',Lacey,WA,98503.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22.0,250008384,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011626.0
JN1AZ0CPXC,b'King',Seattle,WA,98103.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,43.0,152200541,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100.0
1G1RA6S58H,b'Kitsap',Hansville,WA,98340.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23.0,164941983,POINT (-122.57781 47.903975),PUGET SOUND ENERGY INC,53035090101.0
WA1LABGE8K,b'Snohomish',Bothell,WA,98012.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,1.0,252492635,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051921.0
5YJSA1E26H,b'Kitsap',Bainbridge Island,WA,98110.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23.0,145374085,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090902.0
1G1FX6S05J,b'Snohomish',Lake Stevens,WA,98258.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,39.0,222385915,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061053603.0
YV4BR0CL0N,b'King',Seattle,WA,98105.0,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,46.0,187153704,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202.0
5YJ3E1EA5L,b'King',Seattle,WA,98119.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36.0,4622978,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001.0
5UXTA6C09M,b'King',Seattle,WA,98107.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,43.0,220414043,POINT (-122.378895 47.66905),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400.0
1N4BZ1CP3K,b'King',Seattle,WA,98115.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,46.0,134939556,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201.0
3FA6P0SU1F,b'Thurston',Tumwater,WA,98501.0,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22.0,190625529,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010802.0
5YJSA1E28L,b'King',Medina,WA,98039.0,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,48.0,3216195,POINT (-122.228025 47.61598),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200.0
3C3CFFGE8G,b'Thurston',Olympia,WA,98513.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,2.0,9946520,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012420.0
1N4AZ0CP7E,b'King',Seattle,WA,98178.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,37.0,249702932,POINT (-122.234385 47.494545),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901.0
YV4BR0DM7N,b'King',Seattle,WA,98117.0,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,36.0,185967897,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000.0
3FA6P0PUXH,b'King',Seattle,WA,98104.0,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,43.0,257987432,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500.0
3FA6P0SU3G,b'Kitsap',Silverdale,WA,98383.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23.0,474772959,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091201.0
5YJ3E1EB0N,b'Thurston',Lacey,WA,98513.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22.0,187196747,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067011622.0
5YJSA1E26G,b'Snohomish',Edmonds,WA,98026.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,21.0,227510132,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050102.0
1FADP5CUXE,b'Thurston',Lacey,WA,98503.0,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22.0,125627400,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011626.0
5YJ3E1EA0J,b'King',Renton,WA,98059.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,11.0,303959890,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025104.0
5YJSA1E21J,b'Yakima',Selah,WA,98942.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,15.0,171305151,POINT (-120.54188 46.654175),PACIFICORP,53077003400.0
WP1AE2A26J,b'Thurston',Tenino,WA,98589.0,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,20.0,179119692,POINT (-122.853421 46.8553318),PUGET SOUND ENERGY INC,53067012620.0
KM8K33AG7K,b'King',Seattle,WA,98118.0,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,37.0,196035444,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011700.0
1N4AZ0CP3F,b'King',Seattle,WA,98117.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36.0,222343096,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100.0
1N4AZ0CP8D,b'King',Seattle,WA,98117.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36.0,174997077,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000.0
JTMAB3FV9N,b'King',Seattle,WA,98103.0,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,43.0,252252164,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902.0
1G1RA6S56H,b'Whatcom',Bellingham,WA,98225.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,40.0,100981975,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001000.0
WA1VABGE6K,b'Snohomish',Woodway,WA,98020.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,32.0,198325585,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050600.0
1FADP5CU3E,b'Kitsap',Port Orchard,WA,98366.0,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,26.0,349890635,POINT (-122.639265 47.5373),PUGET SOUND ENERGY INC,53035092704.0
1N4BZ0CP3G,b'Snohomish',Edmonds,WA,98020.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21.0,126690903,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050502.0
YV4H60DM9P,b'King',North Bend,WA,98045.0,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,5.0,223907610,POINT (-121.7814012 47.4935316),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0
1N4BZ0CP9G,b'Thurston',Olympia,WA,98501.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,154811345,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010100.0
5YJYGDEEXL,b'Snohomish',Marysville,WA,98270.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,38.0,123386574,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052809.0
7SAYGDEE2P,b'Thurston',Olympia,WA,98501.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,221378468,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011821.0
5UXTA6C04M,b'Pierce',Puyallup,WA,98374.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,31.0,148996179,POINT (-122.275748 47.1395924),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070401.0
WBY8P2C52K,b'King',Redmond,WA,98052.0,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,45.0,476928147,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330.0
